"contig.name";"ssr.no";"ssr.type";"ssr.seq";"ssr.size";"ssr.start";"ssr.end";"MatchID";"contig.length";"geneID";"goTerm";"cellular.components";"biological.processes";"molecular.functions";"keywords"
"AgU000074_v1.1";"1";"p2";"(AC)8";"16";4025;4040;"AgU000074";4371;"CD302_PIG";"GO:0005938 // GO:0030175 // GO:0016021 // GO:0030246";"No_GOBP";"carbohydrate binding (GO:0030246);";"cell cortex (GO:0005938);filopodium (GO:0030175);integral component of membrane (GO:0016021);";"Cell projection;Complete proteome;Cytoplasm;Disulfide bond;Glycoprotein;Lectin;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix.;"
"AgU000087_v1.1";"1";"p3";"(ATT)6";"18";3163;3180;"AgU000087";4270;"ITAV_BOVIN";"GO:0008305 // GO:0046872 // GO:0001618 // GO:0001568 // GO:0007155 // GO:0007229";"blood vessel development (GO:0001568);cell adhesion (GO:0007155);integrin-mediated signaling pathway (GO:0007229);";"metal ion binding (GO:0046872);virus receptor activity (GO:0001618);";"integrin complex (GO:0008305);";"Calcium;Cell adhesion;Cleavage on pair of basic residues;Complete proteome;Direct protein sequencing;Disulfide bond;Glycoprotein;Host cell receptor for virus entry;Host-virus interaction;Integrin;Membrane;Metal-binding;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU000123_v1.1";"1";"p2";"(CT)5";"10";511;520;"AgU000123";3948;"NCKP1_HUMAN";"GO:0005829 // GO:0070062 // GO:0005925 // GO:0016021 // GO:0031258 // GO:0031209 // GO:0032403 // GO:0045176 // GO:0006915 // GO:0045175 // GO:0042074 // GO:0007417 // GO:0010172 // GO:0048617 // GO:0035050 // GO:0007492 // GO:0030950 // GO:0038096 // GO:0001701 // GO:0045087 // GO:0030032 // GO:0008078 // GO:0001843 // GO:0048570 // GO:0048340 // GO:2000601 // GO:0010592 // GO:0050821 // GO:0016601 // GO:0032880 // GO:0007264 // GO:0001756 // GO:0048010 // GO:0016032 // GO:0007354";"apical protein localization (GO:0045176);apoptotic process (GO:0006915);basal protein localization (GO:0045175);cell migration involved in gastrulation (GO:0042074);central nervous system development (GO:0007417);embryonic body morphogenesis (GO:0010172);embryonic foregut morphogenesis (GO:0048617);embryonic heart tube development (GO:0035050);endoderm development (GO:0007492);establishment or maintenance of actin cytoskeleton polarity (GO:0030950);Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096);in utero embryonic development (GO:0001701);innate immune response (GO:0045087);lamellipodium assembly (GO:0030032);mesodermal cell migration (GO:0008078);neural tube closure (GO:0001843);notochord morphogenesis (GO:0048570);paraxial mesoderm morphogenesis (GO:0048340);positive regulation of Arp2/3 complex-mediated actin nucleation (GO:2000601);positive regulation of lamellipodium assembly (GO:0010592);protein stabilization (GO:0050821);Rac protein signal transduction (GO:0016601);regulation of protein localization (GO:0032880);small GTPase mediated signal transduction (GO:0007264);somitogenesis (GO:0001756);vascular endothelial growth factor receptor signaling pathway (GO:0048010);viral process (GO:0016032);zygotic determination of anterior/posterior axis, embryo (GO:0007354);";"protein complex binding (GO:0032403);";"cytosol (GO:0005829);extracellular exosome (GO:0070062);focal adhesion (GO:0005925);integral component of membrane (GO:0016021);lamellipodium membrane (GO:0031258);SCAR complex (GO:0031209);";"3D-structure;Acetylation;Alternative splicing;Cell membrane;Cell projection;Complete proteome;Host-virus interaction;Membrane;Reference proteome;Transmembrane;Transmembrane helix.;"
"AgU000160_v1.1";"1";"p2";"(TC)6";"12";2967;2978;"AgU000160";3730;"EMP2_BOVIN";"GO:0045177 // GO:0016324 // GO:0009986 // GO:0005737 // GO:0005794 // GO:0000139 // GO:0016021 // GO:0045121 // GO:0005634 // GO:0005886 // GO:0007015 // GO:0070252 // GO:0032147 // GO:0032060 // GO:0043534 // GO:0007155 // GO:0008219 // GO:0016477 // GO:0007160 // GO:0045022 // GO:0007566 // GO:0001765 // GO:0008284 // GO:0034394 // GO:0072659 // GO:0045765 // GO:0010594 // GO:0003093 // GO:0043549 // GO:2001212 // GO:0001913";"actin filament organization (GO:0007015);actin-mediated cell contraction (GO:0070252);activation of protein kinase activity (GO:0032147);bleb assembly (GO:0032060);blood vessel endothelial cell migration (GO:0043534);cell adhesion (GO:0007155);cell death (GO:0008219);cell migration (GO:0016477);cell-matrix adhesion (GO:0007160);early endosome to late endosome transport (GO:0045022);embryo implantation (GO:0007566);membrane raft assembly (GO:0001765);positive regulation of cell proliferation (GO:0008284);protein localization to cell surface (GO:0034394);protein localization to plasma membrane (GO:0072659);regulation of angiogenesis (GO:0045765);regulation of endothelial cell migration (GO:0010594);regulation of glomerular filtration (GO:0003093);regulation of kinase activity (GO:0043549);regulation of vasculogenesis (GO:2001212);T cell mediated cytotoxicity (GO:0001913);";"No_GOMF";"apical part of cell (GO:0045177);apical plasma membrane (GO:0016324);cell surface (GO:0009986);cytoplasm (GO:0005737);Golgi apparatus (GO:0005794);Golgi membrane (GO:0000139);integral component of membrane (GO:0016021);membrane raft (GO:0045121);nucleus (GO:0005634);plasma membrane (GO:0005886);";"Cell membrane;Complete proteome;Cytoplasm;Glycoprotein;Golgi apparatus;Membrane;Nucleus;Reference proteome;Transmembrane;Transmembrane helix.;"
"AgU000254_v1.1";"1";"p2";"(TC)13";"26";1338;1363;"AgU000254";3395;"CD44_CANLF";"GO:0016021 // GO:0005886 // GO:0005540 // GO:0007155";"cell adhesion (GO:0007155);";"hyaluronic acid binding (GO:0005540);";"integral component of membrane (GO:0016021);plasma membrane (GO:0005886);";"Cell adhesion;Cell membrane;Complete proteome;Disulfide bond;Glycoprotein;Membrane;Phosphoprotein;Proteoglycan;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix.;"
"AgU000356_v1.1";"1";"p2";"(GA)5";"10";1841;1850;"AgU000356";3166;"IL3RB_HUMAN";"GO:0030526 // GO:0005887 // GO:0005622 // GO:0005886 // GO:0004896 // GO:0004872 // GO:0000186 // GO:0007411 // GO:0044267 // GO:0036016 // GO:0007173 // GO:0038095 // GO:0008543 // GO:0045087 // GO:0008286 // GO:0038156 // GO:0038043 // GO:0000165 // GO:0048011 // GO:0007265 // GO:0007585 // GO:0007165 // GO:0007264 // GO:0048010";"activation of MAPKK activity (GO:0000186);axon guidance (GO:0007411);cellular protein metabolic process (GO:0044267);cellular response to interleukin-3 (GO:0036016);epidermal growth factor receptor signaling pathway (GO:0007173);Fc-epsilon receptor signaling pathway (GO:0038095);fibroblast growth factor receptor signaling pathway (GO:0008543);innate immune response (GO:0045087);insulin receptor signaling pathway (GO:0008286);interleukin-3-mediated signaling pathway (GO:0038156);interleukin-5-mediated signaling pathway (GO:0038043);MAPK cascade (GO:0000165);neurotrophin TRK receptor signaling pathway (GO:0048011);Ras protein signal transduction (GO:0007265);respiratory gaseous exchange (GO:0007585);signal transduction (GO:0007165);small GTPase mediated signal transduction (GO:0007264);vascular endothelial growth factor receptor signaling pathway (GO:0048010);";"cytokine receptor activity (GO:0004896);receptor activity (GO:0004872);";"granulocyte macrophage colony-stimulating factor receptor complex (GO:0030526);integral component of plasma membrane (GO:0005887);intracellular (GO:0005622);plasma membrane (GO:0005886);";"3D-structure;Alternative splicing;Complete proteome;Disulfide bond;Glycoprotein;Membrane;Phosphoprotein;Polymorphism;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU000367_v1.1";"1";"p2";"(AC)5";"10";2501;2510;"AgU000367";3130;"PSA_HUMAN";"GO:0005829 // GO:0070062 // GO:0005634 // GO:0004177 // GO:0070006 // GO:0042277 // GO:0008270 // GO:0002474 // GO:0071456 // GO:0043171 // GO:1903955 // GO:0000209 // GO:0006508";"antigen processing and presentation of peptide antigen via MHC class I (GO:0002474);cellular response to hypoxia (GO:0071456);peptide catabolic process (GO:0043171);positive regulation of protein targeting to mitochondrion (GO:1903955);protein polyubiquitination (GO:0000209);proteolysis (GO:0006508);";"aminopeptidase activity (GO:0004177);metalloaminopeptidase activity (GO:0070006);peptide binding (GO:0042277);zinc ion binding (GO:0008270);";"cytosol (GO:0005829);extracellular exosome (GO:0070062);nucleus (GO:0005634);";"Alternative splicing;Aminopeptidase;Complete proteome;Cytoplasm;Direct protein sequencing;Hydrolase;Metal-binding;Metalloprotease;Nitration;Nucleus;Protease;Reference proteome;Zinc.;"
"AgU000376_v1.1";"2";"p3";"(CAG)5";"15";458;472;"AgU000376";3122;"EGR1_HUMAN";"GO:0005737 // GO:0005654 // GO:0005634 // GO:0003677 // GO:0035035 // GO:0046872 // GO:0000979 // GO:0000977 // GO:0043565 // GO:0003700 // GO:0000976 // GO:0001077 // GO:0030509 // GO:0071236 // GO:0071320 // GO:0035690 // GO:0071372 // GO:0071480 // GO:0071371 // GO:0071504 // GO:0071455 // GO:0032869 // GO:0071317 // GO:0071260 // GO:0071506 // GO:0071383 // GO:0007623 // GO:0019221 // GO:0072110 // GO:0070498 // GO:0007611 // GO:0060291 // GO:0043066 // GO:0090090 // GO:0000122 // GO:0048709 // GO:0072303 // GO:0043525 // GO:0045944 // GO:0045893 // GO:0048169 // GO:0033233 // GO:0061418 // GO:0001975 // GO:0034465 // GO:0042220 // GO:0051602 // GO:0045471 // GO:0009749 // GO:0071873 // GO:0031667 // GO:0035914 // GO:0030217 // GO:0006366 // GO:0060337";"BMP signaling pathway (GO:0030509);cellular response to antibiotic (GO:0071236);cellular response to cAMP (GO:0071320);cellular response to drug (GO:0035690);cellular response to follicle-stimulating hormone stimulus (GO:0071372);cellular response to gamma radiation (GO:0071480);cellular response to gonadotropin stimulus (GO:0071371);cellular response to heparin (GO:0071504);cellular response to hyperoxia (GO:0071455);cellular response to insulin stimulus (GO:0032869);cellular response to isoquinoline alkaloid (GO:0071317);cellular response to mechanical stimulus (GO:0071260);cellular response to mycophenolic acid (GO:0071506);cellular response to steroid hormone stimulus (GO:0071383);circadian rhythm (GO:0007623);cytokine-mediated signaling pathway (GO:0019221);glomerular mesangial cell proliferation (GO:0072110);interleukin-1-mediated signaling pathway (GO:0070498);learning or memory (GO:0007611);long-term synaptic potentiation (GO:0060291);negative regulation of apoptotic process (GO:0043066);negative regulation of canonical Wnt signaling pathway (GO:0090090);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);oligodendrocyte differentiation (GO:0048709);positive regulation of glomerular metanephric mesangial cell proliferation (GO:0072303);positive regulation of neuron apoptotic process (GO:0043525);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);positive regulation of transcription, DNA-templated (GO:0045893);regulation of long-term neuronal synaptic plasticity (GO:0048169);regulation of protein sumoylation (GO:0033233);regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418);response to amphetamine (GO:0001975);response to carbon monoxide (GO:0034465);response to cocaine (GO:0042220);response to electrical stimulus (GO:0051602);response to ethanol (GO:0045471);response to glucose (GO:0009749);response to norepinephrine (GO:0071873);response to nutrient levels (GO:0031667);skeletal muscle cell differentiation (GO:0035914);T cell differentiation (GO:0030217);transcription from RNA polymerase II promoter (GO:0006366);type I interferon signaling pathway (GO:0060337);";"DNA binding (GO:0003677);histone acetyltransferase binding (GO:0035035);metal ion binding (GO:0046872);RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979);RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977);sequence-specific DNA binding (GO:0043565);transcription factor activity, sequence-specific DNA binding (GO:0003700);transcription regulatory region sequence-specific DNA binding (GO:0000976);transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077);";"cytoplasm (GO:0005737);nucleoplasm (GO:0005654);nucleus (GO:0005634);";"3D-structure;Activator;Complete proteome;DNA-binding;Metal-binding;Nucleus;Polymorphism;Reference proteome;Repeat;Transcription;Transcription regulation;Zinc;Zinc-finger.;"
"AgU000376_v1.1";"3";"p3";"(CCT)5";"15";805;819;"AgU000376";3122;"EGR1_HUMAN";"GO:0005737 // GO:0005654 // GO:0005634 // GO:0003677 // GO:0035035 // GO:0046872 // GO:0000979 // GO:0000977 // GO:0043565 // GO:0003700 // GO:0000976 // GO:0001077 // GO:0030509 // GO:0071236 // GO:0071320 // GO:0035690 // GO:0071372 // GO:0071480 // GO:0071371 // GO:0071504 // GO:0071455 // GO:0032869 // GO:0071317 // GO:0071260 // GO:0071506 // GO:0071383 // GO:0007623 // GO:0019221 // GO:0072110 // GO:0070498 // GO:0007611 // GO:0060291 // GO:0043066 // GO:0090090 // GO:0000122 // GO:0048709 // GO:0072303 // GO:0043525 // GO:0045944 // GO:0045893 // GO:0048169 // GO:0033233 // GO:0061418 // GO:0001975 // GO:0034465 // GO:0042220 // GO:0051602 // GO:0045471 // GO:0009749 // GO:0071873 // GO:0031667 // GO:0035914 // GO:0030217 // GO:0006366 // GO:0060337";"BMP signaling pathway (GO:0030509);cellular response to antibiotic (GO:0071236);cellular response to cAMP (GO:0071320);cellular response to drug (GO:0035690);cellular response to follicle-stimulating hormone stimulus (GO:0071372);cellular response to gamma radiation (GO:0071480);cellular response to gonadotropin stimulus (GO:0071371);cellular response to heparin (GO:0071504);cellular response to hyperoxia (GO:0071455);cellular response to insulin stimulus (GO:0032869);cellular response to isoquinoline alkaloid (GO:0071317);cellular response to mechanical stimulus (GO:0071260);cellular response to mycophenolic acid (GO:0071506);cellular response to steroid hormone stimulus (GO:0071383);circadian rhythm (GO:0007623);cytokine-mediated signaling pathway (GO:0019221);glomerular mesangial cell proliferation (GO:0072110);interleukin-1-mediated signaling pathway (GO:0070498);learning or memory (GO:0007611);long-term synaptic potentiation (GO:0060291);negative regulation of apoptotic process (GO:0043066);negative regulation of canonical Wnt signaling pathway (GO:0090090);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);oligodendrocyte differentiation (GO:0048709);positive regulation of glomerular metanephric mesangial cell proliferation (GO:0072303);positive regulation of neuron apoptotic process (GO:0043525);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);positive regulation of transcription, DNA-templated (GO:0045893);regulation of long-term neuronal synaptic plasticity (GO:0048169);regulation of protein sumoylation (GO:0033233);regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418);response to amphetamine (GO:0001975);response to carbon monoxide (GO:0034465);response to cocaine (GO:0042220);response to electrical stimulus (GO:0051602);response to ethanol (GO:0045471);response to glucose (GO:0009749);response to norepinephrine (GO:0071873);response to nutrient levels (GO:0031667);skeletal muscle cell differentiation (GO:0035914);T cell differentiation (GO:0030217);transcription from RNA polymerase II promoter (GO:0006366);type I interferon signaling pathway (GO:0060337);";"DNA binding (GO:0003677);histone acetyltransferase binding (GO:0035035);metal ion binding (GO:0046872);RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979);RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977);sequence-specific DNA binding (GO:0043565);transcription factor activity, sequence-specific DNA binding (GO:0003700);transcription regulatory region sequence-specific DNA binding (GO:0000976);transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077);";"cytoplasm (GO:0005737);nucleoplasm (GO:0005654);nucleus (GO:0005634);";"3D-structure;Activator;Complete proteome;DNA-binding;Metal-binding;Nucleus;Polymorphism;Reference proteome;Repeat;Transcription;Transcription regulation;Zinc;Zinc-finger.;"
"AgU000386_v1.1";"1";"p2";"(TC)5";"10";1928;1937;"AgU000386";3093;"EZRI_HUMAN";"GO:0015629 // GO:0005884 // GO:0045177 // GO:0016324 // GO:0097449 // GO:0016323 // GO:0005903 // GO:0044297 // GO:0071944 // GO:0042995 // GO:0051286 // GO:0036064 // GO:0030863 // GO:0005737 // GO:0098592 // GO:0005829 // GO:0005768 // GO:0070062 // GO:0005615 // GO:0019898 // GO:0030175 // GO:0005925 // GO:0001772 // GO:0016020 // GO:0044393 // GO:0005902 // GO:0031528 // GO:0043209 // GO:0005730 // GO:0048471 // GO:0005886 // GO:0044853 // GO:0001726 // GO:0032587 // GO:0097454 // GO:0030315 // GO:0001931 // GO:0031982 // GO:0003779 // GO:0051015 // GO:0051117 // GO:0050839 // GO:0008017 // GO:0044822 // GO:0019904 // GO:0034236 // GO:0034237 // GO:0044548 // GO:0031532 // GO:0051017 // GO:0030953 // GO:0007411 // GO:0034629 // GO:0071320 // GO:0043622 // GO:0007016 // GO:0051660 // GO:0061028 // GO:0090002 // GO:0035088 // GO:0046847 // GO:0001951 // GO:0007159 // GO:0022614 // GO:0030033 // GO:0070373 // GO:1900041 // GO:1903753 // GO:0050860 // GO:0000122 // GO:0048015 // GO:1903364 // GO:2000643 // GO:0090004 // GO:0010628 // GO:0040018 // GO:1902966 // GO:0050714 // GO:0010737 // GO:0072697 // GO:0031623 // GO:0008360 // GO:0032532 // GO:1902115 // GO:0003376 // GO:1902896";"actin cytoskeleton reorganization (GO:0031532);actin filament bundle assembly (GO:0051017);astral microtubule organization (GO:0030953);axon guidance (GO:0007411);cellular protein complex localization (GO:0034629);cellular response to cAMP (GO:0071320);cortical microtubule organization (GO:0043622);cytoskeletal anchoring at plasma membrane (GO:0007016);establishment of centrosome localization (GO:0051660);establishment of endothelial barrier (GO:0061028);establishment of protein localization to plasma membrane (GO:0090002);establishment or maintenance of apical/basal cell polarity (GO:0035088);filopodium assembly (GO:0046847);intestinal D-glucose absorption (GO:0001951);leukocyte cell-cell adhesion (GO:0007159);membrane to membrane docking (GO:0022614);microvillus assembly (GO:0030033);negative regulation of ERK1 and ERK2 cascade (GO:0070373);negative regulation of interleukin-2 secretion (GO:1900041);negative regulation of p38MAPK cascade (GO:1903753);negative regulation of T cell receptor signaling pathway (GO:0050860);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);phosphatidylinositol-mediated signaling (GO:0048015);positive regulation of cellular protein catabolic process (GO:1903364);positive regulation of early endosome to late endosome transport (GO:2000643);positive regulation of establishment of protein localization to plasma membrane (GO:0090004);positive regulation of gene expression (GO:0010628);positive regulation of multicellular organism growth (GO:0040018);positive regulation of protein localization to early endosome (GO:1902966);positive regulation of protein secretion (GO:0050714);protein kinase A signaling (GO:0010737);protein localization to cell cortex (GO:0072697);receptor internalization (GO:0031623);regulation of cell shape (GO:0008360);regulation of microvillus length (GO:0032532);regulation of organelle assembly (GO:1902115);sphingosine-1-phosphate signaling pathway (GO:0003376);terminal web assembly (GO:1902896);";"actin binding (GO:0003779);actin filament binding (GO:0051015);ATPase binding (GO:0051117);cell adhesion molecule binding (GO:0050839);microtubule binding (GO:0008017);poly(A) RNA binding (GO:0044822);protein domain specific binding (GO:0019904);protein kinase A catalytic subunit binding (GO:0034236);protein kinase A regulatory subunit binding (GO:0034237);S100 protein binding (GO:0044548);";"actin cytoskeleton (GO:0015629);actin filament (GO:0005884);apical part of cell (GO:0045177);apical plasma membrane (GO:0016324);astrocyte projection (GO:0097449);basolateral plasma membrane (GO:0016323);brush border (GO:0005903);cell body (GO:0044297);cell periphery (GO:0071944);cell projection (GO:0042995);cell tip (GO:0051286);ciliary basal body (GO:0036064);cortical cytoskeleton (GO:0030863);cytoplasm (GO:0005737);cytoplasmic side of apical plasma membrane (GO:0098592);cytosol (GO:0005829);endosome (GO:0005768);extracellular exosome (GO:0070062);extracellular space (GO:0005615);extrinsic component of membrane (GO:0019898);filopodium (GO:0030175);focal adhesion (GO:0005925);immunological synapse (GO:0001772);membrane (GO:0016020);microspike (GO:0044393);microvillus (GO:0005902);microvillus membrane (GO:0031528);myelin sheath (GO:0043209);nucleolus (GO:0005730);perinuclear region of cytoplasm (GO:0048471);plasma membrane (GO:0005886);plasma membrane raft (GO:0044853);ruffle (GO:0001726);ruffle membrane (GO:0032587);Schwann cell microvillus (GO:0097454);T-tubule (GO:0030315);uropod (GO:0001931);vesicle (GO:0031982);";"3D-structure;Acetylation;Cell membrane;Cell projection;Cell shape;Complete proteome;Cytoplasm;Cytoskeleton;Direct protein sequencing;Membrane;Phosphoprotein;Polymorphism;Reference proteome;S-nitrosylation.;"
